No,Age Range,SES Grade,Domicile,Gender,Job Status,Business Owned Key,Jenis bisnis apa yang Anda operasikan?,Berapa pendapatan tahunan bisnis Anda?,Di mana bisnis Anda berada?,Berapa anggaran pemasaran bulanan Anda?,Apakah Anda memiliki kantor cabang?,Apakah sudah memiliki tim internal kecil untuk bisnis Anda?,Berapa jumlah karyawan yang Anda miliki?,Apakah Anda pernah menggunakan freelancer (penyedia jasa) sebelumnya?,Dalam mencari solusi apakah Anda lebih memilih untuk:,Tantangan apa yang Anda hadapi saat menggunakan freelancer (penyedia jasa)?: Masalah komunikasi,Tantangan apa yang Anda hadapi saat menggunakan freelancer (penyedia jasa)?: Kualitas pekerjaan,Tantangan apa yang Anda hadapi saat menggunakan freelancer (penyedia jasa)?: Memenuhi tenggat waktu,Tantangan apa yang Anda hadapi saat menggunakan freelancer (penyedia jasa)?: Biaya,Tantangan apa yang Anda hadapi saat menggunakan freelancer (penyedia jasa)?: Mencari keterampilan yang tepat,Seberapa sering Anda menggunakan layanan freelancer (penyedia jasa) untuk proyek Anda?,Jasa freelancer apa yang paling sering Anda gunakan?,Apa alasan utama Anda belum pernah menggunakan freelancer (penyedia jasa)?,Apa yang bisa membuat Anda mempertimbangkan untuk menggunakan freelancer (penyedia jasa) di masa depan?,Apa hal pertama yang Anda butuhkan ketika membangun bisnis?: Desain logo,Apa hal pertama yang Anda butuhkan ketika membangun bisnis?: Pengembangan website,Apa hal pertama yang Anda butuhkan ketika membangun bisnis?: Strategi pemasaran,Apa hal pertama yang Anda butuhkan ketika membangun bisnis?: Manajemen media sosial,Seberapa puas Anda dengan nilai yang diberikan oleh layanan freelancer (penyedia jasa) untuk uang yang Anda keluarkan?,Dukungan atau sumber daya tambahan apa yang akan meningkatkan pengalaman Anda dengan layanan freelancer (penyedia jasa)?: Lebih banyak sumber daya tutorial,Dukungan atau sumber daya tambahan apa yang akan meningkatkan pengalaman Anda dengan layanan freelancer (penyedia jasa)?: Dukungan pelanggan yang lebih baik,Dukungan atau sumber daya tambahan apa yang akan meningkatkan pengalaman Anda dengan layanan freelancer (penyedia jasa)?: Lebih banyak opsi freelancer,Dukungan atau sumber daya tambahan apa yang akan meningkatkan pengalaman Anda dengan layanan freelancer (penyedia jasa)?: Opsi harga yang fleksibel,Seberapa penting faktor-faktor berikut dalam mempengaruhi keputusan Anda untuk menggunakan freelancer (penyedia jasa) tertentu? [Ulasan & Penilaian],Seberapa penting faktor-faktor berikut dalam mempengaruhi keputusan Anda untuk menggunakan freelancer (penyedia jasa) tertentu? [Kualitas Portofolio],Seberapa penting faktor-faktor berikut dalam mempengaruhi keputusan Anda untuk menggunakan freelancer (penyedia jasa) tertentu? [Harga],Seberapa penting faktor-faktor berikut dalam mempengaruhi keputusan Anda untuk menggunakan freelancer (penyedia jasa) tertentu? [Komunikasi],Bagaimana cara Anda dalam menyelesaikan masalah?,Seberapa mampu Anda membeli layanan freelancer (penyedia jasa) berdasarkan anggaran Anda saat ini?,Seberapa tertarik Anda menggunakan freelancer (penyedia jasa) untuk proyek Anda di masa depan?,Bagaimana Anda pertama kali mendengar tentang layanan freelancer (penyedia jasa)?,Platform freelancer (penyedia jasa) mana yang paling sering Anda gunakan?,Seberapa besar kemungkinan Anda merekomendasikan layanan freelancer (penyedia jasa) kepada teman dan keluarga Anda?,Apakah ada saran dan masukan untuk Sribu (Sribu.com)?,Platform freelancer,Platform freelancer1
247,41-45 tahun,Upper,DKI Jakarta,Laki-Laki,Bekerja penuh waktu,Ya,Manufaktur,Rp7.5 miliar - Rp15 miliar,Jabodetabek,Rp75.000.000 - Rp150.000.000,Ya,Ya,21-50,Ya,Mencari sendiri,Masalah komunikasi,,Memenuhi tenggat waktu,Biaya,,Mingguan,Pengembangan website,NA,NA,,,,Manajemen media sosial,10,,Dukungan pelanggan yang lebih baik,,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,10,10,Pencarian online,Sribu,10,sudah bagus,Sribu,1
248,25-30 tahun,Middle,Jawa Barat,Laki-Laki,Tenaga lepas (freelancer),Ya,E-commerce,Kurang dari Rp750 juta,Jabodetabek,Rp15.000.000 - Rp75.000.000,Ya,Ya,20-Nov,Ya,Mencari sendiri,Masalah komunikasi,,,,,Mingguan,Manajemen media sosial,NA,NA,,,Strategi pemasaran,,10,Lebih banyak sumber daya tutorial,,,,5,5,5,5,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,10,10,Media sosial,Fastwork,10,Sudah cukup bagus,Other,0
249,31-35 tahun,Upper,Jawa Barat,Perempuan,Mahasiswa/pelajar,Ya,E-commerce,Kurang dari Rp750 juta,Jabodetabek,Rp15.000.000 - Rp75.000.000,Ya,Ya,20-Nov,Ya,Mencari sendiri,Masalah komunikasi,Kualitas pekerjaan,Memenuhi tenggat waktu,Biaya,Mencari keterampilan yang tepat,Harian,Penulisan konten,NA,NA,Desain logo,Pengembangan website,Strategi pemasaran,Manajemen media sosial,8,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,4,4,4,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,8,8,Media sosial,Upwork,8,Lebih selektif sama frelancer,Other,0
250,25-30 tahun,Lower,Jawa Timur,Perempuan,Pemilik usaha/Wiraswasta,Ya,E-commerce,Rp1.5 miliar - Rp7.5 miliar,Jabodetabek,Rp7.500.000 - Rp15.000.000,Tidak,Ya,Kurang dari 5,Ya,Mencari sendiri,,,,Biaya,Mencari keterampilan yang tepat,Mingguan,Manajemen media sosial,NA,NA,,,Strategi pemasaran,,10,,Dukungan pelanggan yang lebih baik,,,5,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,9,10,Media sosial,Project.co.id,10,Lebih menjangkau lagi,Other,0
251,25-30 tahun,Upper,Jawa Barat,Laki-Laki,Pemilik usaha/Wiraswasta,Ya,E-commerce,Rp750 juta - Rp1.5 miliar,Bandung,Rp15.000.000 - Rp75.000.000,Ya,Ya,21-50,Ya,Diberi rekomendasi,,,,Biaya,Mencari keterampilan yang tepat,Triwulanan,Pengembangan website,NA,NA,Desain logo,,Strategi pemasaran,Manajemen media sosial,10,Lebih banyak sumber daya tutorial,,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,10,10,Media sosial,Sribu,9,Harus bisa memberikan pelaynan sebaik mungkin,Sribu,1
252,31-35 tahun,Upper,Lampung,Perempuan,Pemilik usaha/Wiraswasta,Ya,Berbasis layanan,Kurang dari Rp750 juta,Lampung,Rp7.500.000 - Rp15.000.000,Tidak,Ya,Kurang dari 5,Tidak,Diberi rekomendasi,,,,,,NA,NA,Tidak yakin bagaimana mengelola freelancer,Informasi lebih lanjut tentang manfaat menggunakan freelancer,,,Strategi pemasaran,Manajemen media sosial,5,,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,,4,4,4,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,6,6,Media sosial,Project.co.id,6,Lebih bervariasi lagi mengenai batas usia melamar sebagai freelance,Other,0
253,25-30 tahun,Middle,Jawa Tengah,Perempuan,Mahasiswa/pelajar,Ya,E-commerce,Kurang dari Rp750 juta,Semarang,Rp7.500.000 - Rp15.000.000,Tidak,Ya,20-Nov,Ya,Mencari sendiri,Masalah komunikasi,,Memenuhi tenggat waktu,,Mencari keterampilan yang tepat,Tidak menentu,Manajemen media sosial,NA,NA,Desain logo,Pengembangan website,Strategi pemasaran,Manajemen media sosial,7,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,,Opsi harga yang fleksibel,4,4,4,4,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,7,7,Media sosial,Sribu,10,Pelayanan ditingkatkan menjadi lebih baik lagi.,Sribu,1
254,41-45 tahun,Middle,Jawa Tengah,Laki-Laki,Bekerja penuh waktu,Ya,Other,Kurang dari Rp750 juta,Cilacap,Kurang dari Rp7.500.000,Tidak,Ya,Kurang dari 5,Ya,Diberi rekomendasi,,Kualitas pekerjaan,Memenuhi tenggat waktu,Biaya,Mencari keterampilan yang tepat,Tidak menentu,Desain logo,NA,NA,Desain logo,,Strategi pemasaran,Manajemen media sosial,8,,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,8,10,Teman atau kolega,Fastwork,10,Nanti saya cek dulu,Other,0
255,25-30 tahun,Middle,DKI Jakarta,Laki-Laki,Bekerja penuh waktu,Ya,E-commerce,Kurang dari Rp750 juta,Jabodetabek,Kurang dari Rp7.500.000,Tidak,Tidak,Kurang dari 5,Ya,Mencari sendiri,,,,Biaya,,Harian,Desain logo,NA,NA,Desain logo,,,,8,,Dukungan pelanggan yang lebih baik,,,3,4,1,5,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,10,10,Media sosial,Project.co.id,10,Tidak,Other,0
256,36-40 tahun,Upper,Sumatera Selatan,Perempuan,Pemilik usaha/Wiraswasta,Ya,E-commerce,Kurang dari Rp750 juta,Palembang,Rp7.500.000 - Rp15.000.000,Tidak,Ya,Kurang dari 5,Tidak,Mencari sendiri,,,,,,NA,NA,Biaya terlalu tinggi,Harga yang lebih terjangkau,,,Strategi pemasaran,Manajemen media sosial,5,,,,Opsi harga yang fleksibel,2,2,2,2,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,5,5,Teman atau kolega,Tidak ada,5,"Tidak ada, cukup",Tidak ada,0
257,36-40 tahun,Upper,Banten,Perempuan,Bekerja penuh waktu,Ya,E-commerce,Kurang dari Rp750 juta,Jabodetabek,Rp7.500.000 - Rp15.000.000,Ya,Ya,21-50,Ya,Diberi rekomendasi,Masalah komunikasi,Kualitas pekerjaan,Memenuhi tenggat waktu,Biaya,Mencari keterampilan yang tepat,Mingguan,Manajemen media sosial,NA,NA,Desain logo,Pengembangan website,Strategi pemasaran,Manajemen media sosial,10,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,10,10,Media sosial,Project.co.id,10,Lebih mudah di cari,Other,0
258,36-40 tahun,Middle,Jawa Barat,Laki-Laki,Bekerja penuh waktu,Ya,E-commerce,Kurang dari Rp750 juta,Bandung,Rp7.500.000 - Rp15.000.000,Tidak,Ya,20-Nov,Ya,Diberi rekomendasi,Masalah komunikasi,,,Biaya,Mencari keterampilan yang tepat,Bulanan,Manajemen media sosial,NA,NA,Desain logo,,Strategi pemasaran,,6,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,,Opsi harga yang fleksibel,5,4,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,8,7,Media sosial,Project.co.id,7,mungkin setelah mengisi survey ini saya akan coba langsung mengunjungi web sribu.com dan melihat apa saja yang ditawarkan oleh sribu.com untuk bisnis yang sedang saya jalani,Other,0
259,41-45 tahun,Upper,Sumatera Utara,Perempuan,Bekerja penuh waktu,Ya,E-commerce,Rp750 juta - Rp1.5 miliar,Medan,Rp75.000.000 - Rp150.000.000,Tidak,Ya,10-Jun,Ya,Mencari sendiri,Masalah komunikasi,Kualitas pekerjaan,Memenuhi tenggat waktu,Biaya,,Triwulanan,Pengembangan website,NA,NA,Desain logo,Pengembangan website,,Manajemen media sosial,8,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,,Opsi harga yang fleksibel,5,5,4,4,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,8,9,Media sosial,Sribu,9,Pertahankan kualitas pelayanan,Sribu,1
260,36-40 tahun,Middle,Jawa Timur,Laki-Laki,Mahasiswa/pelajar,Ya,E-commerce,Kurang dari Rp750 juta,Surabaya,Rp7.500.000 - Rp15.000.000,Ya,Ya,10-Jun,Ya,Diberi rekomendasi,Masalah komunikasi,Kualitas pekerjaan,Memenuhi tenggat waktu,Biaya,Mencari keterampilan yang tepat,Harian,Pengembangan website,NA,NA,,Pengembangan website,Strategi pemasaran,,10,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,,5,5,5,5,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,10,10,Media sosial,Fastwork,10,Bagus,Other,0
261,25-30 tahun,Upper,Jawa Barat,Laki-Laki,Pemilik usaha/Wiraswasta,Ya,E-commerce,Kurang dari Rp750 juta,Jabodetabek,Kurang dari Rp7.500.000,Ya,Ya,10-Jun,Ya,Mencari sendiri,,Kualitas pekerjaan,,,,Bulanan,Manajemen media sosial,NA,NA,,,Strategi pemasaran,,7,,Dukungan pelanggan yang lebih baik,,,4,4,4,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,8,8,Media sosial,Fastwork,8,Meningkatkan kualitas pekerja yang ada,Other,0
262,41-45 tahun,Upper,Jawa Tengah,Perempuan,Bekerja penuh waktu,Ya,Berbasis layanan,Rp1.5 miliar - Rp7.5 miliar,Semarang,Rp7.500.000 - Rp15.000.000,Tidak,Tidak,21-50,Tidak,Diberi rekomendasi,,,,,,NA,NA,Tidak yakin bagaimana mengelola freelancer,Dukungan dari platform freelancer,Desain logo,Pengembangan website,Strategi pemasaran,Manajemen media sosial,8,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,4,4,4,4,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,7,8,Media sosial,Upwork,8,Lebih luas menyebarkan informasi keberasaan sribu.com,Other,0
263,31-35 tahun,Upper,Jawa Timur,Perempuan,Bekerja paruh waktu,Ya,Fashion,Rp7.5 miliar - Rp15 miliar,Surabaya,Rp75.000.000 - Rp150.000.000,Ya,Ya,51-100,Ya,Diberi rekomendasi,Masalah komunikasi,,,,Mencari keterampilan yang tepat,Mingguan,Manajemen media sosial,NA,NA,,,Strategi pemasaran,Manajemen media sosial,8,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,,,5,4,5,4,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,8,8,Pencarian online,Project.co.id,8,Ditingkatkan lagi dalam mengembangkan pekerjaannya,Other,0
264,25-30 tahun,Upper,Sumatera Barat,Laki-Laki,Tenaga lepas (freelancer),Ya,Berbasis layanan,Kurang dari Rp750 juta,Padang,Kurang dari Rp7.500.000,Tidak,Ya,Kurang dari 5,Ya,Mencari sendiri,,,,Biaya,,Harian,Penulisan konten,NA,NA,Desain logo,,,,8,Lebih banyak sumber daya tutorial,,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,4,4,3,4,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,8,8,Pencarian online,Fiverr,9,Harga yang disesuaikan,Other,0
265,36-40 tahun,Upper,Jawa Barat,Laki-Laki,Pemilik usaha/Wiraswasta,Ya,E-commerce,Kurang dari Rp750 juta,Bandung,Rp7.500.000 - Rp15.000.000,Tidak,Ya,Kurang dari 5,Tidak,Diberi rekomendasi,,,,,,NA,NA,Tidak tahu cara menemukan freelancer yang tepat,Rekomendasi dari teman atau kolega,Desain logo,,Strategi pemasaran,Manajemen media sosial,10,Lebih banyak sumber daya tutorial,,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,5,4,5,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,10,10,Media sosial,Project.co.id,10,Agar lebih di sederhanakan perihal tampilan dan lebih di perjelas dalam opsi pilihannya,Other,0
266,31-35 tahun,Middle,Jawa Timur,Perempuan,Pemilik usaha/Wiraswasta,Ya,Berbasis layanan,Kurang dari Rp750 juta,Surabaya,Rp7.500.000 - Rp15.000.000,Ya,Ya,Kurang dari 5,Ya,Mencari sendiri,,Kualitas pekerjaan,,Biaya,Mencari keterampilan yang tepat,Tidak menentu,Desain logo,NA,NA,Desain logo,,Strategi pemasaran,Manajemen media sosial,7,,Dukungan pelanggan yang lebih baik,,Opsi harga yang fleksibel,4,5,4,5,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,7,8,Media sosial,Project.co.id,7,Lebih menargetkan langsung dengan pekerjaan + freelancer yg tepat,Other,0
267,36-40 tahun,Middle,Jawa Timur,Laki-Laki,Pemilik usaha/Wiraswasta,Ya,E-commerce,Rp750 juta - Rp1.5 miliar,Surabaya,Kurang dari Rp7.500.000,Tidak,Ya,10-Jun,Tidak,Diberi rekomendasi,,,,,,NA,NA,Biaya terlalu tinggi,Jaminan kualitas pekerjaan,Desain logo,,Strategi pemasaran,Manajemen media sosial,5,,Dukungan pelanggan yang lebih baik,,Opsi harga yang fleksibel,3,3,4,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,6,6,Media sosial,Fiverr,6,Jasa freelancernya lebih terjangkau lagi dari segi harga dan peningkatan kualitasnya.,Other,0
268,41-45 tahun,Lower,Jawa Barat,Laki-Laki,Pemilik usaha/Wiraswasta,Ya,E-commerce,Kurang dari Rp750 juta,Bandung,Kurang dari Rp7.500.000,Tidak,Ya,Kurang dari 5,Ya,Mencari sendiri,Masalah komunikasi,Kualitas pekerjaan,,Biaya,Mencari keterampilan yang tepat,Mingguan,Manajemen media sosial,NA,NA,,Pengembangan website,Strategi pemasaran,Manajemen media sosial,10,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,10,10,Media sosial,Project.co.id,10,Bonus yang sangat menarik,Other,0
269,25-30 tahun,Middle,DKI Jakarta,Perempuan,Bekerja penuh waktu,Ya,E-commerce,Kurang dari Rp750 juta,Jabodetabek,Rp15.000.000 - Rp75.000.000,Ya,Ya,20-Nov,Ya,Mencari sendiri,,,,Biaya,Mencari keterampilan yang tepat,Bulanan,Manajemen media sosial,NA,NA,,Pengembangan website,Strategi pemasaran,Manajemen media sosial,7,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,,5,5,3,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,10,10,Media sosial,Fastwork,10,Harga yang terlalu tinggi kalau bisa yang ekonomis,Other,0
270,31-35 tahun,Middle,DKI Jakarta,Laki-Laki,Bekerja penuh waktu,Ya,E-commerce,Rp750 juta - Rp1.5 miliar,Jabodetabek,Kurang dari Rp7.500.000,Tidak,Tidak,Kurang dari 5,Tidak,Diberi rekomendasi,,,,,,NA,NA,Biaya terlalu tinggi,Jaminan kualitas pekerjaan,Desain logo,,Strategi pemasaran,Manajemen media sosial,9,,Dukungan pelanggan yang lebih baik,,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,10,10,Media sosial,Fiverr,9,Informasi freelancer lebih lengkap,Other,0
271,25-30 tahun,Lower,Jawa Barat,Perempuan,Bekerja penuh waktu,Ya,E-commerce,Kurang dari Rp750 juta,Bandung,Kurang dari Rp7.500.000,Tidak,Ya,10-Jun,Ya,Diberi rekomendasi,,,Memenuhi tenggat waktu,Biaya,Mencari keterampilan yang tepat,Bulanan,Pengembangan website,NA,NA,,Pengembangan website,Strategi pemasaran,Manajemen media sosial,8,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,,Opsi harga yang fleksibel,4,4,4,5,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,9,9,Media sosial,Sribu,8,Terus berkembang,Sribu,1
272,25-30 tahun,Middle,Riau,Perempuan,Bekerja penuh waktu,Ya,E-commerce,Rp750 juta - Rp1.5 miliar,Riau,Rp7.500.000 - Rp15.000.000,Tidak,Ya,20-Nov,Ya,Mencari sendiri,Masalah komunikasi,Kualitas pekerjaan,Memenuhi tenggat waktu,Biaya,Mencari keterampilan yang tepat,Bulanan,Desain logo,NA,NA,Desain logo,Pengembangan website,Strategi pemasaran,Manajemen media sosial,9,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,10,10,Media sosial,Sribu,10,Tidak ada,Sribu,1
273,36-40 tahun,Upper,Jawa Tengah,Laki-Laki,Pemilik usaha/Wiraswasta,Ya,E-commerce,Kurang dari Rp750 juta,Sukoharjo,Kurang dari Rp7.500.000,Ya,Ya,Kurang dari 5,Tidak,Mencari sendiri,,,,,,NA,NA,Tidak pernah memerlukan layanan tersebut,Bisa kelola sendiri,Desain logo,,,,8,,Dukungan pelanggan yang lebih baik,,,4,5,3,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,4,1,Media sosial,Sribu,1,Kurang banyak pekerjaan untuk freelance,Sribu,1
274,25-30 tahun,Middle,Jawa Timur,Perempuan,Bekerja penuh waktu,Ya,E-commerce,Rp750 juta - Rp1.5 miliar,Surabaya,Rp7.500.000 - Rp15.000.000,Tidak,Ya,10-Jun,Tidak,Mencari sendiri,,,,,,NA,NA,Biaya terlalu tinggi,Jaminan kualitas pekerjaan,Desain logo,Pengembangan website,Strategi pemasaran,Manajemen media sosial,8,,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,4,4,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,7,10,Media sosial,Sribu,8,Tidak ada,Sribu,1
275,31-35 tahun,Upper,Jawa Barat,Perempuan,Bekerja penuh waktu,Ya,E-commerce,Kurang dari Rp750 juta,Jabodetabek,Rp7.500.000 - Rp15.000.000,Tidak,Ya,10-Jun,Ya,Diberi rekomendasi,Masalah komunikasi,Kualitas pekerjaan,Memenuhi tenggat waktu,Biaya,Mencari keterampilan yang tepat,Mingguan,Manajemen media sosial,NA,NA,Desain logo,Pengembangan website,Strategi pemasaran,Manajemen media sosial,9,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,9,9,Media sosial,Fastwork,9,Tampilan menu layout website lebih di kembangkan lagi,Other,0
276,25-30 tahun,Upper,DKI Jakarta,Laki-Laki,Pemilik usaha/Wiraswasta,Ya,E-commerce,Kurang dari Rp750 juta,Jabodetabek,Kurang dari Rp7.500.000,Tidak,Ya,Kurang dari 5,Ya,Mencari sendiri,Masalah komunikasi,Kualitas pekerjaan,,,Mencari keterampilan yang tepat,Mingguan,Manajemen media sosial,NA,NA,,,Strategi pemasaran,Manajemen media sosial,8,,Dukungan pelanggan yang lebih baik,,Opsi harga yang fleksibel,4,4,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,8,9,Teman atau kolega,Project.co.id,8,"gaad saran, udh cukup",Other,0
277,31-35 tahun,Upper,Jawa Barat,Laki-Laki,Pemilik usaha/Wiraswasta,Ya,E-commerce,Kurang dari Rp750 juta,Jabodetabek,Kurang dari Rp7.500.000,Tidak,Ya,10-Jun,Ya,Diberi rekomendasi,Masalah komunikasi,Kualitas pekerjaan,Memenuhi tenggat waktu,Biaya,Mencari keterampilan yang tepat,Mingguan,Manajemen media sosial,NA,NA,Desain logo,Pengembangan website,Strategi pemasaran,Manajemen media sosial,9,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,9,9,Media sosial,Fastwork,9,Tampilan layout website lebih di tingkatkan,Other,0
278,31-35 tahun,Middle,DKI Jakarta,Perempuan,Bekerja penuh waktu,Ya,E-commerce,Rp750 juta - Rp1.5 miliar,Jabodetabek,Rp7.500.000 - Rp15.000.000,Tidak,Ya,20-Nov,Ya,Mencari sendiri,,Kualitas pekerjaan,,,Mencari keterampilan yang tepat,Bulanan,Penulisan konten,NA,NA,Desain logo,,Strategi pemasaran,Manajemen media sosial,9,,,,Opsi harga yang fleksibel,5,5,4,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,9,10,Media sosial,Fiverr,10,Bisa disosialisasikan lebih sering tentang kelebihan sribu.com dibandingkan platform sejenis di YouTube ataupun sosial media lainnya,Other,0
279,41-45 tahun,Upper,Jawa Barat,Laki-Laki,Bekerja penuh waktu,Ya,E-commerce,Kurang dari Rp750 juta,Bandung,Kurang dari Rp7.500.000,Ya,Ya,51-100,Tidak,Mencari sendiri,,,,,,NA,NA,Khawatir tentang kualitas pekerjaan,Informasi lebih lanjut tentang manfaat menggunakan freelancer,Desain logo,,,Manajemen media sosial,10,Lebih banyak sumber daya tutorial,,Lebih banyak opsi freelancer,,5,5,4,5,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,10,10,Iklan,Fastwork,10,Tingkat pelayanan lebih bagus,Other,0
280,36-40 tahun,Upper,Jawa Barat,Laki-Laki,Bekerja penuh waktu,Ya,E-commerce,Rp750 juta - Rp1.5 miliar,Jabodetabek,Kurang dari Rp7.500.000,Tidak,Ya,Kurang dari 5,Ya,Mencari sendiri,,,,Biaya,Mencari keterampilan yang tepat,Tidak menentu,Desain logo,NA,NA,Desain logo,,Strategi pemasaran,Manajemen media sosial,7,,Dukungan pelanggan yang lebih baik,,Opsi harga yang fleksibel,4,5,5,4,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,8,6,Pencarian online,Sribu,7,Sudah cukup bagus.,Sribu,1
281,41-45 tahun,Upper,Jawa Tengah,Laki-Laki,Mahasiswa/pelajar,Tidak,E-commerce,Kurang dari Rp750 juta,Semarang,Kurang dari Rp7.500.000,Tidak,Ya,Kurang dari 5,Ya,Diberi rekomendasi,Masalah komunikasi,,,,Mencari keterampilan yang tepat,Mingguan,Manajemen media sosial,NA,NA,,,Strategi pemasaran,Manajemen media sosial,7,,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,4,4,5,5,Saya lebih suka mencari sendiri siapa yang bisa membantu saya,7,9,Pencarian online,Upwork,7,"Situsnya sudah sangat bagus. 
 Berharap ada jasa antar anak sekolah??",Other,0
282,41-45 tahun,Upper,Jawa Barat,Laki-Laki,Bekerja penuh waktu,Ya,E-commerce,Kurang dari Rp750 juta,Jabodetabek,Rp7.500.000 - Rp15.000.000,Ya,Ya,10-Jun,Ya,Mencari sendiri,Masalah komunikasi,Kualitas pekerjaan,Memenuhi tenggat waktu,Biaya,Mencari keterampilan yang tepat,Harian,Desain logo,NA,NA,Desain logo,Pengembangan website,Strategi pemasaran,Manajemen media sosial,10,Lebih banyak sumber daya tutorial,Dukungan pelanggan yang lebih baik,Lebih banyak opsi freelancer,Opsi harga yang fleksibel,5,5,5,5,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,10,10,Media sosial,Project.co.id,10,Iya ada,Other,0
283,25-30 tahun,Upper,Jawa Tengah,Perempuan,Bekerja penuh waktu,Ya,Manufaktur,Rp750 juta - Rp1.5 miliar,Jabodetabek,Rp15.000.000 - Rp75.000.000,Ya,Ya,51-100,Ya,Diberi rekomendasi,,Kualitas pekerjaan,,,,Bulanan,Manajemen media sosial,NA,NA,,Pengembangan website,,,8,Lebih banyak sumber daya tutorial,,,,4,4,3,4,Saya lebih suka berbagi masalah saya dan menunggu orang lain menawarkan bantuan,8,7,Media sosial,Fastwork,8,Tidak ada,Other,0
